P0091, Fuel Pressure Regulator 1 Control Circuit Low, Check the wiring and connectors for any damage or corrosion in the fuel Pressure regulator control circuit, Test the fuel Pressure regulator for ProPer oPeration, RePlace the fuel Pressure sensor if needed
P0092, Fuel Pressure Regulator 1 Control Circuit High, InsPect the wiring and connectors for any damage or corrosion in the fuel Pressure regulator control circuit, Test the fuel Pressure regulator for ProPer oPeration, RePlace the fuel Pressure sensor if necessary
P0093, Fuel System Leak Detected - Large Leak, Check the fuel lines and connections for leaks or damage, Test and rePlace the fuel caP if it's not sealing ProPerly, InsPect the fuel injectors for leaks or malfunction
P0094, Fuel System Leak Detected - Small Leak, InsPect the fuel lines and connections for minor leaks or damage, Test and rePlace the fuel caP if it's not sealing ProPerly, Check the fuel injectors for leaks or malfunction
P0095, Intake Air TemPerature Sensor 2 Circuit, Test and rePlace the intake air temPerature (IAT) sensor if faulty, InsPect the wiring and connectors for any damage or corrosion, Check for an oPen or short circuit in the IAT sensor circuit
P0096, Intake Air TemPerature Sensor 2 Circuit Range/Performance, Test and rePlace the intake air temPerature (IAT) sensor if it's out of sPecification, Check for a clogged or restricted air filter, InsPect the intake air ducts for any signs of damage or blockage
P0097, Intake Air TemPerature Sensor 2 Circuit Low, Test and rePlace the intake air temPerature (IAT) sensor if it's reading too low, InsPect the wiring and connectors for any damage or corrosion, Check for an oPen circuit in the IAT sensor circuit
P0098, Intake Air TemPerature Sensor 2 Circuit High, Test and rePlace the intake air temPerature (IAT) sensor if it's reading too high, InsPect the wiring and connectors for any damage or corrosion, Check for a short circuit in the IAT sensor circuit
P0099, Intake Air TemPerature Sensor 2 Circuit Intermittent, Check for loose connections or corroded terminals in the IAT sensor circuit, InsPect the wiring harness for any signs of damage or wear, Test the IAT sensor and rePlace if intermittent faults are detected
P0100, Mass or Volume Air Flow Circuit Malfunction, Check for a dirty or faulty mass airflow sensor (MAF), InsPect for vacuum leaks in the intake manifold or air intake system, Test and clean the throttle body
P0101, Mass or Volume Air Flow Circuit Range/Performance Problem, Check for a dirty or faulty mass airflow sensor (MAF), InsPect for vacuum leaks in the intake manifold or air intake system, Test and clean the throttle body
P0102, Mass or Volume Air Flow Circuit Low InPut, RePlace the mass airflow sensor (MAF), InsPect the air intake system for any restrictions or blockages, Check for a faulty or dirty air filter and rePlace if necessary
P0103, Mass or Volume Air Flow Circuit High InPut, Check the wiring and connectors for any damage or corrosion, InsPect the intake air ducts for leaks or restrictions, RePlace the mass airflow sensor (MAF) if it's determined to be faulty
P0104, Mass or Volume Air Flow Circuit Intermittent, Check for loose or corroded connections in the MAF sensor circuit, InsPect the wiring harness for any signs of damage or wear, Test the MAF sensor and rePlace if found malfunctioning intermittently
P0105, Manifold Absolute Pressure/Barometric Pressure Circuit Malfunction, InsPect the vacuum lines and hoses for leaks or blockages, Test the manifold absolute Pressure (MAP) sensor and rePlace if faulty, Check the wiring and connectors for any damage or corrosion
P0106, Manifold Absolute Pressure/Barometric Pressure Circuit Range/Performance Problem, Check for a clogged or restricted intake manifold, InsPect the MAP sensor for ProPer oPeration and rePlace if necessary, Test the wiring harness and connectors for continuity and rePair any faults
P0107, Manifold Absolute Pressure/Barometric Pressure Circuit Low InPut, InsPect for a vacuum leak in the intake manifold or air intake system, Test and rePlace the manifold absolute Pressure (MAP) sensor if it's found to be faulty, Check the wiring and connectors for any damage or corrosion
P0108, Manifold Absolute Pressure/Barometric Pressure Circuit High InPut, InsPect the vacuum lines and hoses for kinks, leaks, or blockages, Test and rePlace the manifold absolute Pressure (MAP) sensor if necessary, Check the wiring and connectors for any damage or corrosion.
P0109, Manifold Absolute Pressure/Barometric Pressure Circuit Intermittent, Check for loose connections or corroded terminals in the MAP sensor circuit, InsPect the wiring harness for any signs of damage or wear, Test the MAP sensor and rePlace if intermittent faults are detected
P0110, Intake Air TemPerature Sensor Circuit Malfunction, Test and rePlace the intake air temPerature (IAT) sensor if faulty, InsPect the wiring and connectors for any damage or corrosion, Check for an oPen or short circuit in the IAT sensor circuit
P0111, Intake Air TemPerature Sensor Circuit Range/Performance Problem, Test and rePlace the intake air temPerature (IAT) sensor if it's out of sPecification, Check for a clogged or restricted air filter, InsPect the intake air ducts for any signs of damage or blockage
P0112, Intake Air TemPerature Sensor Circuit Low InPut, Test and rePlace the intake air temPerature (IAT) sensor if it's reading too low, InsPect the wiring and connectors for any damage or corrosion, Check for an oPen circuit in the IAT sensor circuit
P0113, Intake Air TemPerature Sensor Circuit High InPut, Test and rePlace the intake air temPerature (IAT) sensor if it's reading too high, InsPect the wiring and connectors for any damage or corrosion, Check for a short circuit in the IAT sensor circuit
P0114, Intake Air TemPerature Sensor Circuit Intermittent, Check for loose connections or corroded terminals in the IAT sensor circuit, InsPect the wiring harness for any signs of damage or wear, Test the IAT sensor and rePlace if intermittent faults are detected
P0115, Engine Coolant TemPerature Sensor Circuit Malfunction, Test and rePlace the engine coolant temPerature (ECT) sensor if faulty, Check the coolant level and ensure ProPer cooling system oPeration, InsPect the wiring and connectors for any damage or corrosion
P0116, Engine Coolant TemPerature Sensor Circuit Range/Performance Problem, Test and rePlace the engine coolant temPerature (ECT) sensor if it's reading out of sPecification, Check for a stuck-oPen thermostat or cooling system issues, InsPect the wiring harness and connectors for any signs of damage or wear
P0117, Engine Coolant TemPerature Sensor Circuit Low InPut, Test and rePlace the engine coolant temPerature (ECT) sensor if it's reading too low, Check the coolant level and ensure ProPer cooling system oPeration, InsPect the wiring and connectors for any damage or corrosion
P0118, Engine Coolant TemPerature Sensor Circuit High InPut, Test and rePlace the engine coolant temPerature (ECT) sensor if it's reading too high, Check for a stuck-closed thermostat or cooling system issues, InsPect the wiring and connectors for any damage or corrosion
P0119, Engine Coolant TemPerature Sensor Circuit Intermittent, Check for loose connections or corroded terminals in the ECT sensor circuit, InsPect the wiring harness for any signs of damage or wear, Test the ECT sensor and rePlace if intermittent faults are detected
P0120, Throttle/Pedal Position Sensor/Switch 'A' Circuit Malfunction, Test and rePlace the throttle Position sensor (TPS) if faulty, InsPect the throttle body for any signs of damage or malfunction, Check the wiring and connectors for any damage or corrosion in the TPS circuit
P0121, Throttle/Pedal Position Sensor/Switch 'A' Circuit Range/Performance Problem, Test and rePlace the throttle Position sensor (TPS) if it's out of sPecification, InsPect the throttle body for any signs of damage or malfunction, Check the wiring harness and connectors for any signs of damage or wear
P0122, Throttle/Pedal Position Sensor/Switch 'A' Circuit Low InPut, Test and rePlace the throttle Position sensor (TPS) if it's reading too low, InsPect the throttle body for any signs of damage or malfunction, Check the wiring and connectors for any damage or corrosion in the TPS circuit
P0123, Throttle/Pedal Position Sensor/Switch 'A' Circuit High InPut, Test and rePlace the throttle Position sensor (TPS) if it's reading too high, InsPect the throttle body for any signs of damage or malfunction, Check the wiring and connectors for any damage or corrosion in the TPS circuit
P0124, Throttle/Pedal Position Sensor/Switch 'A' Circuit Intermittent, Check for loose connections or corroded terminals in the TPS circuit, InsPect the wiring harness for any signs of damage or wear, Test the TPS and rePlace if intermittent faults are detected
P0125, Insufficient Coolant TemPerature for Closed LooP Fuel Control, Test and rePlace the engine coolant temPerature (ECT) sensor if it's reading too low, Check for a stuck-oPen thermostat or cooling system issues, InsPect the wiring and connectors for any damage or corrosion in the ECT circuit
P0126, Insufficient Coolant TemPerature for Stable OPeration, Test and rePlace the engine coolant temPerature (ECT) sensor if it's reading too low, Check for a stuck-oPen thermostat or cooling system issues, InsPect the wiring and connectors for any damage or corrosion in the ECT circuit
P0127, Intake Air TemPerature Too High, Test and rePlace the intake air temPerature (IAT) sensor if it's reading too high, InsPect the air intake system for any restrictions or blockages, Check for an oPen or short circuit in the IAT sensor circuit
P0128, Coolant Thermostat (Coolant TemPerature Below Thermostat Regulating TemPerature), RePlace the thermostat if it's stuck oPen, Check for low coolant levels or air Pockets in the cooling system, InsPect the radiator hoses for any signs of damage or leaks
P0129, Barometric Pressure Too Low, Test and rePlace the barometric Pressure sensor if faulty, Check for leaks in the intake manifold or vacuum lines, InsPect the wiring and connectors for any damage or corrosion in the barometric Pressure sensor circuit
P0130, O2 Sensor Circuit Malfunction (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor if faulty, InsPect the exhaust system for leaks or damage, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit
P0131, O2 Sensor Circuit Low Voltage (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor if voltage is too low, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
P0132, O2 Sensor Circuit High Voltage (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor if voltage is too high, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
P0132, O2 Sensor Circuit High Voltage (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor if voltage is too high, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
P0133, O2 Sensor Circuit Slow Response (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor if response is too slow, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
P0134, O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor if no activity is detected, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
P0135, O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 1), Test and rePlace the oxygen (O2) sensor heater if malfunction is detected, Check the wiring and connectors for any damage or corrosion in the O2 sensor heater circuit, InsPect for exhaust leaks near the O2 sensor
P0136, O2 Sensor Circuit Malfunction (Bank 1 Sensor 2), Test and rePlace the oxygen (O2) sensor if malfunction is detected, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
P0137, O2 Sensor Circuit Low Voltage (Bank 1 Sensor 2), Test and rePlace the oxygen (O2) sensor if voltage is too low, Check the wiring and connectors for any damage or corrosion in the O2 sensor circuit, InsPect for exhaust leaks near the O2 sensor
